S.No.,Student Name,Roll Number,Email,Department,Subject,Subject Code,Date,Status,Verification Method,Face Confidence,Marked At
1201,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.8080,31/3/2026, 10:02:50 am
1202,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9309,31/3/2026, 10:04:00 am
1203,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9246,31/3/2026, 10:02:20 am
1204,"Ira Sharma",ECE2023036,"student36@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,31/3/2026,PRESENT,face,0.9080,31/3/2026, 2:04:36 pm
1205,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.9344,31/3/2026, 10:04:14 am
1206,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,31/3/2026,PRESENT,face,0.8256,31/3/2026, 12:03:40 pm
1207,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,31/3/2026,PRESENT,face,0.8047,31/3/2026, 12:02:50 pm
1208,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,31/3/2026,LATE,face,0.8264,31/3/2026, 12:21:41 pm
1209,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,31/3/2026,PRESENT,face,0.7725,31/3/2026, 12:03:23 pm
1210,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,31/3/2026,PRESENT,face,0.7556,31/3/2026, 12:04:08 pm
1211,"Ishita Sharma",ECE2023040,"student40@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,31/3/2026,PRESENT,face,0.7985,31/3/2026, 2:01:59 pm
1212,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Operating Systems",CSE302,31/3/2026,PRESENT,face,0.8592,31/3/2026, 10:03:00 am
1213,"Navya Sharma",ECE2023032,"student32@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,31/3/2026,PRESENT,face,0.8569,31/3/2026, 2:03:42 pm
1214,"Anvi Sharma",ECE2023028,"student28@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,31/3/2026,PRESENT,face,0.8105,31/3/2026, 2:03:20 pm
1215,"Sara Sharma",ECE2023024,"student24@local.com","Electronics & Communication","Microprocessors & Microcontrollers",ECE401,31/3/2026,PRESENT,face,0.9160,31/3/2026, 2:02:01 pm
1216,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.9667,30/3/2026, 10:04:48 am
1217,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.7578,30/3/2026, 10:00:19 am
1218,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.8937,30/3/2026, 10:00:44 am
1219,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,ABSENT,manual,N/A,30/3/2026, 10:02:35 am
1220,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,LATE,face,0.9054,30/3/2026, 10:18:21 am
1221,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.9042,30/3/2026, 10:03:20 am
1222,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.9873,30/3/2026, 10:04:46 am
1223,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,ABSENT,manual,N/A,30/3/2026, 10:03:43 am
1224,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,ABSENT,manual,N/A,30/3/2026, 10:03:52 am
1225,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,30/3/2026,PRESENT,face,0.8468,30/3/2026, 10:01:56 am
1226,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.8768,30/3/2026, 11:01:21 am
1227,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.9220,30/3/2026, 11:04:55 am
1228,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.7837,30/3/2026, 11:00:46 am
1229,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,ABSENT,manual,N/A,30/3/2026, 11:02:10 am
1230,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.8570,30/3/2026, 11:04:21 am
1231,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.9250,30/3/2026, 11:04:47 am
1232,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.9238,30/3/2026, 11:00:34 am
1233,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,ABSENT,manual,N/A,30/3/2026, 11:01:41 am
1234,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.9032,30/3/2026, 11:03:32 am
1235,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,30/3/2026,PRESENT,face,0.8488,30/3/2026, 11:01:39 am
1236,"Meera Sharma",ME2023059,"student59@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8184,27/3/2026, 1:02:17 pm
1237,"Siddhi Sharma",ME2023058,"student58@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8248,27/3/2026, 1:01:55 pm
1238,"Shruti Sharma",ME2023055,"student55@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8497,27/3/2026, 1:00:41 pm
1239,"Priya Sharma",ME2023054,"student54@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,ABSENT,manual,N/A,27/3/2026, 1:02:10 pm
1240,"Sneha Sharma",ME2023051,"student51@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.7715,27/3/2026, 1:00:51 pm
1241,"Amit Sharma",ME2023050,"student50@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8105,27/3/2026, 1:03:45 pm
1242,"Yash Sharma",ME2023047,"student47@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8265,27/3/2026, 1:00:02 pm
1243,"Raj Sharma",ME2023043,"student43@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.9232,27/3/2026, 1:04:26 pm
1244,"Varun Sharma",ME2023046,"student46@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.8928,27/3/2026, 1:00:07 pm
1245,"Karan Sharma",ME2023042,"student42@local.com","Mechanical Engineering","Fluid Mechanics",ME302,27/3/2026,PRESENT,face,0.9243,27/3/2026, 1:01:32 pm
1246,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/3/2026,PRESENT,face,0.8774,27/3/2026, 12:01:29 pm
1247,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/3/2026,PRESENT,face,0.8424,27/3/2026, 12:00:03 pm
1248,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/3/2026,PRESENT,face,0.7804,27/3/2026, 12:03:17 pm
1249,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/3/2026,PRESENT,face,0.9630,27/3/2026, 12:00:38 pm
1250,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,27/3/2026,ABSENT,manual,N/A,27/3/2026, 12:04:34 pm
1251,"Tara Sharma",ME2023060,"student60@local.com","Mechanical Engineering","Machine Design",ME401,27/3/2026,PRESENT,face,0.7521,27/3/2026, 11:00:31 am
1252,"Tanvi Sharma",ME2023056,"student56@local.com","Mechanical Engineering","Machine Design",ME401,27/3/2026,PRESENT,face,0.9381,27/3/2026, 11:02:13 am
1253,"Pooja Sharma",ME2023052,"student52@local.com","Mechanical Engineering","Machine Design",ME401,27/3/2026,LATE,face,0.8042,27/3/2026, 11:19:59 am
1254,"Nikhil Sharma",ME2023048,"student48@local.com","Mechanical Engineering","Machine Design",ME401,27/3/2026,PRESENT,face,0.9093,27/3/2026, 11:02:15 am
1255,"Dev Sharma",ME2023044,"student44@local.com","Mechanical Engineering","Machine Design",ME401,27/3/2026,PRESENT,face,0.9709,27/3/2026, 11:04:57 am
1256,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.9467,27/3/2026, 2:04:24 pm
1257,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,ABSENT,manual,N/A,27/3/2026, 2:01:16 pm
1258,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.8341,27/3/2026, 2:01:36 pm
1259,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.8952,27/3/2026, 2:02:54 pm
1260,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.9787,27/3/2026, 2:01:47 pm
1261,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.9648,27/3/2026, 2:01:22 pm
1262,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,ABSENT,manual,N/A,27/3/2026, 2:00:56 pm
1263,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,PRESENT,face,0.8919,27/3/2026, 2:03:02 pm
1264,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,ABSENT,manual,N/A,27/3/2026, 2:02:48 pm
1265,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Cloud Computing",IT302,27/3/2026,LATE,face,0.9746,27/3/2026, 2:21:08 pm
1266,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.8694,26/3/2026, 9:03:32 am
1267,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.9327,26/3/2026, 9:04:47 am
1268,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.7902,26/3/2026, 9:02:33 am
1269,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.9678,26/3/2026, 9:00:18 am
1270,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.8735,26/3/2026, 9:00:07 am
1271,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.9687,26/3/2026, 9:04:56 am
1272,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,ABSENT,manual,N/A,26/3/2026, 9:01:21 am
1273,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,LATE,face,0.8273,26/3/2026, 9:20:09 am
1274,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.9092,26/3/2026, 9:01:52 am
1275,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,26/3/2026,PRESENT,face,0.7625,26/3/2026, 9:02:47 am
1276,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,26/3/2026,PRESENT,face,0.8140,26/3/2026, 2:04:48 pm
1277,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,26/3/2026,LATE,face,0.8748,26/3/2026, 2:15:13 pm
1278,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,26/3/2026,PRESENT,face,0.8672,26/3/2026, 2:03:01 pm
1279,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,26/3/2026,PRESENT,face,0.9398,26/3/2026, 2:04:03 pm
1280,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,26/3/2026,PRESENT,face,0.8941,26/3/2026, 2:02:28 pm
1281,"Charvi Sharma",CE2023076,"student76@local.com","Civil Engineering","Environmental Engineering",CE401,25/3/2026,LATE,face,0.8005,25/3/2026, 10:18:38 am
1282,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.8981,25/3/2026, 12:04:48 pm
1283,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.8852,25/3/2026, 12:03:24 pm
1284,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.8374,25/3/2026, 12:02:15 pm
1285,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.9738,25/3/2026, 12:00:51 pm
1286,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.9135,25/3/2026, 12:02:04 pm
1287,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.8108,25/3/2026, 12:03:02 pm
1288,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,ABSENT,manual,N/A,25/3/2026, 12:02:25 pm
1289,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.8303,25/3/2026, 12:03:55 pm
1290,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,PRESENT,face,0.7788,25/3/2026, 12:02:58 pm
1291,"Jiya Sharma",CE2023080,"student80@local.com","Civil Engineering","Environmental Engineering",CE401,25/3/2026,PRESENT,face,0.8917,25/3/2026, 10:03:40 am
1292,"Krish Sharma",CE2023066,"student66@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.7639,25/3/2026, 2:02:00 pm
1293,"Sakshi Sharma",CE2023072,"student72@local.com","Civil Engineering","Environmental Engineering",CE401,25/3/2026,LATE,face,0.9613,25/3/2026, 10:21:18 am
1294,"Laksh Sharma",CE2023068,"student68@local.com","Civil Engineering","Environmental Engineering",CE401,25/3/2026,PRESENT,face,0.7621,25/3/2026, 10:02:31 am
1295,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,25/3/2026,PRESENT,face,0.9091,25/3/2026, 10:02:43 am
1296,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.8353,25/3/2026, 2:03:05 pm
1297,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.9477,25/3/2026, 2:02:08 pm
1298,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,ABSENT,manual,N/A,25/3/2026, 2:04:39 pm
1299,"Anika Sharma",CE2023074,"student74@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.8114,25/3/2026, 2:01:47 pm
1300,"Nandini Sharma",CE2023071,"student71@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.7906,25/3/2026, 2:03:29 pm
1301,"Shivansh Sharma",CE2023070,"student70@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.8221,25/3/2026, 2:03:52 pm
1302,"Arnav Sharma",CE2023067,"student67@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.9109,25/3/2026, 2:03:45 pm
1303,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,25/3/2026,ABSENT,manual,N/A,25/3/2026, 12:01:02 pm
1304,"Mihir Sharma",CE2023063,"student63@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.9685,25/3/2026, 2:00:21 pm
1305,"Parth Sharma",CE2023062,"student62@local.com","Civil Engineering","Transportation Engineering",CE302,25/3/2026,PRESENT,face,0.8091,25/3/2026, 2:02:39 pm
1306,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,24/3/2026,PRESENT,face,0.8970,24/3/2026, 11:02:23 am
1307,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,24/3/2026,PRESENT,face,0.7973,24/3/2026, 11:01:05 am
1308,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,24/3/2026,PRESENT,face,0.7827,24/3/2026, 11:03:11 am
1309,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,24/3/2026,PRESENT,face,0.8472,24/3/2026, 11:00:10 am
1310,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,24/3/2026,PRESENT,face,0.8248,24/3/2026, 11:03:16 am
1311,"Jiya Sharma",CE2023080,"student80@local.com","Civil Engineering","Environmental Engineering",CE401,24/3/2026,PRESENT,face,0.9101,24/3/2026, 12:02:08 pm
1312,"Charvi Sharma",CE2023076,"student76@local.com","Civil Engineering","Environmental Engineering",CE401,24/3/2026,PRESENT,face,0.8167,24/3/2026, 12:01:41 pm
1313,"Sakshi Sharma",CE2023072,"student72@local.com","Civil Engineering","Environmental Engineering",CE401,24/3/2026,PRESENT,face,0.9601,24/3/2026, 12:01:06 pm
1314,"Laksh Sharma",CE2023068,"student68@local.com","Civil Engineering","Environmental Engineering",CE401,24/3/2026,PRESENT,face,0.8726,24/3/2026, 12:02:20 pm
1315,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,24/3/2026,ABSENT,manual,N/A,24/3/2026, 12:00:08 pm
1316,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Geotechnical Engineering",CE301,24/3/2026,PRESENT,face,0.8288,24/3/2026, 11:02:38 am
1317,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Geotechnical Engineering",CE301,24/3/2026,LATE,face,0.8798,24/3/2026, 11:23:53 am
1318,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Geotechnical Engineering",CE301,24/3/2026,PRESENT,face,0.9417,24/3/2026, 11:02:20 am
